,en,pt,es
VERSION,Version 1.17 @All rigths reserved. Miguel Peire Espinosa D <3 ,Version 1.17 @Tudos os dereitos reservados. Miguel Peire Espinosa D <3 ,Version 1.17 @Todos los derechos reservados. Miguel Peire Espinosa D <3 
